Month_of_Price,County,Fuel,Price,PhysicalUnit
04/01/2007 12:00:00 AM,Wailuku,Diesel,3.705,Dollars
04/01/2007 12:00:00 AM,Hilo,Gasoline - Regular,3.103,Dollars
04/01/2007 12:00:00 AM,Hilo,Gasoline - Midgrade,3.281,Dollars
04/01/2007 12:00:00 AM,Hilo,Gasoline - Premium,3.342,Dollars
04/01/2007 12:00:00 AM,Hilo,Diesel,3.436,Dollars
05/01/2007 12:00:00 AM,US,Gasoline - Regular,3.118,Dollars
05/01/2007 12:00:00 AM,US,Gasoline - Midgrade,3.31,Dollars
05/01/2007 12:00:00 AM,US,Gasoline - Premium,3.431,Dollars
05/01/2007 12:00:00 AM,US,Diesel,2.913,Dollars
05/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.349,Dollars
05/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.541,Dollars
05/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.608,Dollars
05/01/2007 12:00:00 AM,State of Hawaii,Diesel,3.552,Dollars
05/01/2007 12:00:00 AM,Honolulu,Gasoline - Regular,3.258,Dollars
05/01/2007 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.445,Dollars
05/01/2007 12:00:00 AM,Honolulu,Gasoline - Premium,3.509,Dollars
05/01/2007 12:00:00 AM,Honolulu,Diesel,3.478,Dollars
05/01/2007 12:00:00 AM,Wailuku,Gasoline - Regular,3.653,Dollars
05/01/2007 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.863,Dollars
05/01/2007 12:00:00 AM,Wailuku,Gasoline - Premium,3.935,Dollars
05/01/2007 12:00:00 AM,Wailuku,Diesel,3.733,Dollars
05/01/2007 12:00:00 AM,Hilo,Gasoline - Regular,3.335,Dollars
05/01/2007 12:00:00 AM,Hilo,Gasoline - Midgrade,3.526,Dollars
05/01/2007 12:00:00 AM,Hilo,Gasoline - Premium,3.592,Dollars
05/01/2007 12:00:00 AM,Hilo,Diesel,3.47,Dollars
06/01/2007 12:00:00 AM,US,Gasoline - Regular,3.043,Dollars
06/01/2007 12:00:00 AM,US,Gasoline - Midgrade,3.23,Dollars
06/01/2007 12:00:00 AM,US,Gasoline - Premium,3.348,Dollars
06/01/2007 12:00:00 AM,US,Diesel,2.902,Dollars
06/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.412,Dollars
06/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.608,Dollars
06/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.676,Dollars
06/01/2007 12:00:00 AM,State of Hawaii,Diesel,3.563,Dollars
06/01/2007 12:00:00 AM,Honolulu,Gasoline - Regular,3.314,Dollars
06/01/2007 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.505,Dollars
06/01/2007 12:00:00 AM,Honolulu,Gasoline - Premium,3.57,Dollars
06/01/2007 12:00:00 AM,Honolulu,Diesel,3.483,Dollars
06/01/2007 12:00:00 AM,Wailuku,Gasoline - Regular,3.717,Dollars
06/01/2007 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.93,Dollars
06/01/2007 12:00:00 AM,Wailuku,Gasoline - Premium,4.004,Dollars
06/01/2007 12:00:00 AM,Wailuku,Diesel,3.734,Dollars
06/01/2007 12:00:00 AM,Hilo,Gasoline - Regular,3.408,Dollars
06/01/2007 12:00:00 AM,Hilo,Gasoline - Midgrade,3.604,Dollars
06/01/2007 12:00:00 AM,Hilo,Gasoline - Premium,3.672,Dollars
06/01/2007 12:00:00 AM,Hilo,Diesel,3.545,Dollars
07/01/2007 12:00:00 AM,US,Gasoline - Regular,2.97,Dollars
07/01/2007 12:00:00 AM,US,Gasoline - Midgrade,3.153,Dollars
07/01/2007 12:00:00 AM,US,Gasoline - Premium,3.267,Dollars
07/01/2007 12:00:00 AM,US,Diesel,2.939,Dollars
07/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.288,Dollars
07/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.477,Dollars
07/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.542,Dollars
07/01/2007 12:00:00 AM,State of Hawaii,Diesel,3.58,Dollars
07/01/2007 12:00:00 AM,Honolulu,Gasoline - Regular,3.181,Dollars
07/01/2007 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.364,Dollars
07/01/2007 12:00:00 AM,Honolulu,Gasoline - Premium,3.427,Dollars
07/01/2007 12:00:00 AM,Honolulu,Diesel,3.503,Dollars
07/01/2007 12:00:00 AM,Wailuku,Gasoline - Regular,3.603,Dollars
07/01/2007 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.81,Dollars
07/01/2007 12:00:00 AM,Wailuku,Gasoline - Premium,3.881,Dollars
07/01/2007 12:00:00 AM,Wailuku,Diesel,3.727,Dollars
07/01/2007 12:00:00 AM,Hilo,Gasoline - Regular,3.308,Dollars
07/01/2007 12:00:00 AM,Hilo,Gasoline - Midgrade,3.498,Dollars
07/01/2007 12:00:00 AM,Hilo,Gasoline - Premium,3.563,Dollars
07/01/2007 12:00:00 AM,Hilo,Diesel,3.577,Dollars
08/01/2007 12:00:00 AM,US,Gasoline - Regular,2.787,Dollars
08/01/2007 12:00:00 AM,US,Gasoline - Midgrade,2.959,Dollars
08/01/2007 12:00:00 AM,US,Gasoline - Premium,3.066,Dollars
08/01/2007 12:00:00 AM,US,Diesel,2.937,Dollars
08/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.256,Dollars
08/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.443,Dollars
08/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.508,Dollars
08/01/2007 12:00:00 AM,State of Hawaii,Diesel,3.602,Dollars
08/01/2007 12:00:00 AM,Honolulu,Gasoline - Regular,3.151,Dollars
08/01/2007 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.332,Dollars
08/01/2007 12:00:00 AM,Honolulu,Gasoline - Premium,3.395,Dollars
08/01/2007 12:00:00 AM,Honolulu,Diesel,3.531,Dollars
08/01/2007 12:00:00 AM,Wailuku,Gasoline - Regular,3.583,Dollars
08/01/2007 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.789,Dollars
08/01/2007 12:00:00 AM,Wailuku,Gasoline - Premium,3.86,Dollars
08/01/2007 12:00:00 AM,Wailuku,Diesel,3.722,Dollars
08/01/2007 12:00:00 AM,Hilo,Gasoline - Regular,3.277,Dollars
08/01/2007 12:00:00 AM,Hilo,Gasoline - Midgrade,3.465,Dollars
08/01/2007 12:00:00 AM,Hilo,Gasoline - Premium,3.53,Dollars
08/01/2007 12:00:00 AM,Hilo,Diesel,3.59,Dollars
09/01/2007 12:00:00 AM,US,Gasoline - Regular,2.802,Dollars
09/01/2007 12:00:00 AM,US,Gasoline - Midgrade,2.975,Dollars
09/01/2007 12:00:00 AM,US,Gasoline - Premium,3.083,Dollars
09/01/2007 12:00:00 AM,US,Diesel,3.003,Dollars
09/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.217,Dollars
09/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.402,Dollars
09/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.466,Dollars
09/01/2007 12:00:00 AM,State of Hawaii,Diesel,3.609,Dollars
09/01/2007 12:00:00 AM,Honolulu,Gasoline - Regular,3.109,Dollars
09/01/2007 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.288,Dollars
09/01/2007 12:00:00 AM,Honolulu,Gasoline - Premium,3.349,Dollars
09/01/2007 12:00:00 AM,Honolulu,Diesel,3.543,Dollars
09/01/2007 12:00:00 AM,Wailuku,Gasoline - Regular,3.557,Dollars
09/01/2007 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.762,Dollars
09/01/2007 12:00:00 AM,Wailuku,Gasoline - Premium,3.832,Dollars
09/01/2007 12:00:00 AM,Wailuku,Diesel,3.728,Dollars
09/01/2007 12:00:00 AM,Hilo,Gasoline - Regular,3.232,Dollars
09/01/2007 12:00:00 AM,Hilo,Gasoline - Midgrade,3.418,Dollars
09/01/2007 12:00:00 AM,Hilo,Gasoline - Premium,3.482,Dollars
09/01/2007 12:00:00 AM,Hilo,Diesel,3.581,Dollars
10/01/2007 12:00:00 AM,US,Gasoline - Regular,2.802,Dollars
10/01/2007 12:00:00 AM,US,Gasoline - Midgrade,2.975,Dollars
10/01/2007 12:00:00 AM,US,Gasoline - Premium,3.083,Dollars
10/01/2007 12:00:00 AM,US,Diesel,3.127,Dollars
10/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.201,Dollars
10/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.385,Dollars
10/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.448,Dollars
10/01/2007 12:00:00 AM,State of Hawaii,Diesel,3.659,Dollars
10/01/2007 12:00:00 AM,Honolulu,Gasoline - Regular,3.09,Dollars
10/01/2007 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.268,Dollars
10/01/2007 12:00:00 AM,Honolulu,Gasoline - Premium,3.329,Dollars
10/01/2007 12:00:00 AM,Honolulu,Diesel,3.569,Dollars
10/01/2007 12:00:00 AM,Wailuku,Gasoline - Regular,3.532,Dollars
10/01/2007 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.735,Dollars
10/01/2007 12:00:00 AM,Wailuku,Gasoline - Premium,3.805,Dollars
10/01/2007 12:00:00 AM,Wailuku,Diesel,3.787,Dollars
10/01/2007 12:00:00 AM,Hilo,Gasoline - Regular,3.226,Dollars
10/01/2007 12:00:00 AM,Hilo,Gasoline - Midgrade,3.412,Dollars
10/01/2007 12:00:00 AM,Hilo,Gasoline - Premium,3.475,Dollars
10/01/2007 12:00:00 AM,Hilo,Diesel,3.665,Dollars
11/01/2007 12:00:00 AM,US,Gasoline - Regular,3.073,Dollars
11/01/2007 12:00:00 AM,US,Gasoline - Midgrade,3.263,Dollars
11/01/2007 12:00:00 AM,US,Gasoline - Premium,3.381,Dollars
11/01/2007 12:00:00 AM,US,Diesel,3.431,Dollars
11/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.328,Dollars
11/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.519,Dollars
11/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.585,Dollars
11/01/2007 12:00:00 AM,State of Hawaii,Diesel,3.805,Dollars
11/01/2007 12:00:00 AM,Honolulu,Gasoline - Regular,3.228,Dollars
11/01/2007 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.413,Dollars
11/01/2007 12:00:00 AM,Honolulu,Gasoline - Premium,3.477,Dollars
11/01/2007 12:00:00 AM,Honolulu,Diesel,3.722,Dollars
11/01/2007 12:00:00 AM,Wailuku,Gasoline - Regular,3.652,Dollars
11/01/2007 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.862,Dollars
11/01/2007 12:00:00 AM,Wailuku,Gasoline - Premium,3.934,Dollars
11/01/2007 12:00:00 AM,Wailuku,Diesel,3.913,Dollars
11/01/2007 12:00:00 AM,Hilo,Gasoline - Regular,3.333,Dollars
11/01/2007 12:00:00 AM,Hilo,Gasoline - Midgrade,3.524,Dollars
11/01/2007 12:00:00 AM,Hilo,Gasoline - Premium,3.59,Dollars
11/01/2007 12:00:00 AM,Hilo,Diesel,3.787,Dollars
12/01/2007 12:00:00 AM,US,Gasoline - Regular,3.005,Dollars
12/01/2007 12:00:00 AM,US,Gasoline - Midgrade,3.191,Dollars
12/01/2007 12:00:00 AM,US,Gasoline - Premium,3.306,Dollars
12/01/2007 12:00:00 AM,US,Diesel,3.427,Dollars
12/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.46,Dollars
12/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.659,Dollars
12/01/2007 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.727,Dollars
12/01/2007 12:00:00 AM,State of Hawaii,Diesel,3.889,Dollars
12/01/2007 12:00:00 AM,Honolulu,Gasoline - Regular,3.349,Dollars
12/01/2007 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.541,Dollars
12/01/2007 12:00:00 AM,Honolulu,Gasoline - Premium,3.608,Dollars
12/01/2007 12:00:00 AM,Honolulu,Diesel,3.802,Dollars
12/01/2007 12:00:00 AM,Wailuku,Gasoline - Regular,3.844,Dollars
12/01/2007 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.065,Dollars
12/01/2007 12:00:00 AM,Wailuku,Gasoline - Premium,4.141,Dollars
12/01/2007 12:00:00 AM,Wailuku,Diesel,3.975,Dollars
12/01/2007 12:00:00 AM,Hilo,Gasoline - Regular,3.432,Dollars
12/01/2007 12:00:00 AM,Hilo,Gasoline - Midgrade,3.629,Dollars
12/01/2007 12:00:00 AM,Hilo,Gasoline - Premium,3.697,Dollars
12/01/2007 12:00:00 AM,Hilo,Diesel,4.01,Dollars
01/01/2008 12:00:00 AM,US,Gasoline - Regular,3.041,Dollars
01/01/2008 12:00:00 AM,US,Gasoline - Midgrade,3.229,Dollars
01/01/2008 12:00:00 AM,US,Gasoline - Premium,3.346,Dollars
01/01/2008 12:00:00 AM,US,Diesel,3.414,Dollars
01/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.479,Dollars
01/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.679,Dollars
01/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.748,Dollars
01/01/2008 12:00:00 AM,State of Hawaii,Diesel,3.904,Dollars
01/01/2008 12:00:00 AM,Honolulu,Gasoline - Regular,3.364,Dollars
01/01/2008 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.558,Dollars
01/01/2008 12:00:00 AM,Honolulu,Gasoline - Premium,3.624,Dollars
01/01/2008 12:00:00 AM,Honolulu,Diesel,3.803,Dollars
01/01/2008 12:00:00 AM,Wailuku,Gasoline - Regular,3.847,Dollars
01/01/2008 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.068,Dollars
01/01/2008 12:00:00 AM,Wailuku,Gasoline - Premium,4.144,Dollars
01/01/2008 12:00:00 AM,Wailuku,Diesel,3.997,Dollars
01/01/2008 12:00:00 AM,Hilo,Gasoline - Regular,3.472,Dollars
01/01/2008 12:00:00 AM,Hilo,Gasoline - Midgrade,3.672,Dollars
01/01/2008 12:00:00 AM,Hilo,Gasoline - Premium,3.74,Dollars
01/01/2008 12:00:00 AM,Hilo,Diesel,4.081,Dollars
02/01/2008 12:00:00 AM,US,Gasoline - Regular,3.034,Dollars
02/01/2008 12:00:00 AM,US,Gasoline - Midgrade,3.222,Dollars
02/01/2008 12:00:00 AM,US,Gasoline - Premium,3.339,Dollars
02/01/2008 12:00:00 AM,US,Diesel,3.458,Dollars
02/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.489,Dollars
02/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.69,Dollars
02/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.759,Dollars
02/01/2008 12:00:00 AM,State of Hawaii,Diesel,3.897,Dollars
02/01/2008 12:00:00 AM,Honolulu,Gasoline - Regular,3.373,Dollars
02/01/2008 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.567,Dollars
02/01/2008 12:00:00 AM,Honolulu,Gasoline - Premium,3.634,Dollars
02/01/2008 12:00:00 AM,Honolulu,Diesel,3.806,Dollars
02/01/2008 12:00:00 AM,Wailuku,Gasoline - Regular,3.859,Dollars
02/01/2008 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.081,Dollars
02/01/2008 12:00:00 AM,Wailuku,Gasoline - Premium,4.157,Dollars
02/01/2008 12:00:00 AM,Wailuku,Diesel,4.021,Dollars
02/01/2008 12:00:00 AM,Hilo,Gasoline - Regular,3.476,Dollars
02/01/2008 12:00:00 AM,Hilo,Gasoline - Midgrade,3.676,Dollars
02/01/2008 12:00:00 AM,Hilo,Gasoline - Premium,3.745,Dollars
02/01/2008 12:00:00 AM,Hilo,Diesel,4.049,Dollars
03/01/2008 12:00:00 AM,US,Gasoline - Regular,3.247,Dollars
03/01/2008 12:00:00 AM,US,Gasoline - Midgrade,3.448,Dollars
03/01/2008 12:00:00 AM,US,Gasoline - Premium,3.573,Dollars
03/01/2008 12:00:00 AM,US,Diesel,3.919,Dollars
03/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.612,Dollars
03/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.819,Dollars
03/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.891,Dollars
03/01/2008 12:00:00 AM,State of Hawaii,Diesel,4.066,Dollars
03/01/2008 12:00:00 AM,Honolulu,Gasoline - Regular,3.508,Dollars
03/01/2008 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.71,Dollars
03/01/2008 12:00:00 AM,Honolulu,Gasoline - Premium,3.779,Dollars
03/01/2008 12:00:00 AM,Honolulu,Diesel,3.96,Dollars
03/01/2008 12:00:00 AM,Wailuku,Gasoline - Regular,3.933,Dollars
03/01/2008 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.159,Dollars
03/01/2008 12:00:00 AM,Wailuku,Gasoline - Premium,4.237,Dollars
03/01/2008 12:00:00 AM,Wailuku,Diesel,4.205,Dollars
03/01/2008 12:00:00 AM,Hilo,Gasoline - Regular,3.584,Dollars
03/01/2008 12:00:00 AM,Hilo,Gasoline - Midgrade,3.79,Dollars
03/01/2008 12:00:00 AM,Hilo,Gasoline - Premium,3.861,Dollars
03/01/2008 12:00:00 AM,Hilo,Diesel,4.157,Dollars
04/01/2008 12:00:00 AM,US,Gasoline - Regular,3.446,Dollars
04/01/2008 12:00:00 AM,US,Gasoline - Midgrade,3.659,Dollars
04/01/2008 12:00:00 AM,US,Gasoline - Premium,3.791,Dollars
04/01/2008 12:00:00 AM,US,Diesel,4.137,Dollars
04/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.73,Dollars
04/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.944,Dollars
04/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.018,Dollars
04/01/2008 12:00:00 AM,State of Hawaii,Diesel,4.309,Dollars
04/01/2008 12:00:00 AM,Honolulu,Gasoline - Regular,3.631,Dollars
04/01/2008 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.84,Dollars
04/01/2008 12:00:00 AM,Honolulu,Gasoline - Premium,3.911,Dollars
04/01/2008 12:00:00 AM,Honolulu,Diesel,4.197,Dollars
04/01/2008 12:00:00 AM,Wailuku,Gasoline - Regular,4.061,Dollars
04/01/2008 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.294,Dollars
04/01/2008 12:00:00 AM,Wailuku,Gasoline - Premium,4.375,Dollars
04/01/2008 12:00:00 AM,Wailuku,Diesel,4.464,Dollars
04/01/2008 12:00:00 AM,Hilo,Gasoline - Regular,3.743,Dollars
04/01/2008 12:00:00 AM,Hilo,Gasoline - Midgrade,3.958,Dollars
04/01/2008 12:00:00 AM,Hilo,Gasoline - Premium,4.032,Dollars
04/01/2008 12:00:00 AM,Hilo,Diesel,4.43,Dollars
05/01/2008 12:00:00 AM,US,Gasoline - Regular,3.787,Dollars
05/01/2008 12:00:00 AM,US,Gasoline - Midgrade,4.021,Dollars
05/01/2008 12:00:00 AM,US,Gasoline - Premium,4.166,Dollars
05/01/2008 12:00:00 AM,US,Diesel,4.5,Dollars
05/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.952,Dollars
05/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.179,Dollars
05/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.257,Dollars
05/01/2008 12:00:00 AM,State of Hawaii,Diesel,4.712,Dollars
05/01/2008 12:00:00 AM,Honolulu,Gasoline - Regular,3.85,Dollars
05/01/2008 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.072,Dollars
05/01/2008 12:00:00 AM,Honolulu,Gasoline - Premium,4.148,Dollars
05/01/2008 12:00:00 AM,Honolulu,Diesel,4.604,Dollars
05/01/2008 12:00:00 AM,Wailuku,Gasoline - Regular,4.261,Dollars
05/01/2008 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.506,Dollars
05/01/2008 12:00:00 AM,Wailuku,Gasoline - Premium,4.59,Dollars
05/01/2008 12:00:00 AM,Wailuku,Diesel,4.852,Dollars
05/01/2008 12:00:00 AM,Hilo,Gasoline - Regular,3.953,Dollars
05/01/2008 12:00:00 AM,Hilo,Gasoline - Midgrade,4.18,Dollars
05/01/2008 12:00:00 AM,Hilo,Gasoline - Premium,4.258,Dollars
05/01/2008 12:00:00 AM,Hilo,Diesel,4.798,Dollars
06/01/2008 12:00:00 AM,US,Gasoline - Regular,4.05,Dollars
06/01/2008 12:00:00 AM,US,Gasoline - Midgrade,4.3,Dollars
06/01/2008 12:00:00 AM,US,Gasoline - Premium,4.455,Dollars
06/01/2008 12:00:00 AM,US,Diesel,4.778,Dollars
06/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.294,Dollars
06/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.54,Dollars
06/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.625,Dollars
06/01/2008 12:00:00 AM,State of Hawaii,Diesel,5.213,Dollars
06/01/2008 12:00:00 AM,Honolulu,Gasoline - Regular,4.198,Dollars
06/01/2008 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.439,Dollars
06/01/2008 12:00:00 AM,Honolulu,Gasoline - Premium,4.522,Dollars
06/01/2008 12:00:00 AM,Honolulu,Diesel,5.147,Dollars
06/01/2008 12:00:00 AM,Wailuku,Gasoline - Regular,4.56,Dollars
06/01/2008 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.823,Dollars
06/01/2008 12:00:00 AM,Wailuku,Gasoline - Premium,4.913,Dollars
06/01/2008 12:00:00 AM,Wailuku,Diesel,5.299,Dollars
06/01/2008 12:00:00 AM,Hilo,Gasoline - Regular,4.323,Dollars
06/01/2008 12:00:00 AM,Hilo,Gasoline - Midgrade,4.572,Dollars
06/01/2008 12:00:00 AM,Hilo,Gasoline - Premium,4.657,Dollars
06/01/2008 12:00:00 AM,Hilo,Diesel,5.35,Dollars
07/01/2008 12:00:00 AM,US,Gasoline - Regular,4.056,Dollars
07/01/2008 12:00:00 AM,US,Gasoline - Midgrade,4.287,Dollars
07/01/2008 12:00:00 AM,US,Gasoline - Premium,4.436,Dollars
07/01/2008 12:00:00 AM,US,Diesel,4.789,Dollars
07/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.471,Dollars
07/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.7,Dollars
07/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.788,Dollars
07/01/2008 12:00:00 AM,State of Hawaii,Diesel,5.379,Dollars
07/01/2008 12:00:00 AM,Honolulu,Gasoline - Regular,4.377,Dollars
07/01/2008 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.602,Dollars
07/01/2008 12:00:00 AM,Honolulu,Gasoline - Premium,4.687,Dollars
07/01/2008 12:00:00 AM,Honolulu,Diesel,5.313,Dollars
07/01/2008 12:00:00 AM,Wailuku,Gasoline - Regular,4.694,Dollars
07/01/2008 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.934,Dollars
07/01/2008 12:00:00 AM,Wailuku,Gasoline - Premium,5.026,Dollars
07/01/2008 12:00:00 AM,Wailuku,Diesel,5.482,Dollars
07/01/2008 12:00:00 AM,Hilo,Gasoline - Regular,4.511,Dollars
07/01/2008 12:00:00 AM,Hilo,Gasoline - Midgrade,4.742,Dollars
07/01/2008 12:00:00 AM,Hilo,Gasoline - Premium,4.83,Dollars
07/01/2008 12:00:00 AM,Hilo,Diesel,5.483,Dollars
08/01/2008 12:00:00 AM,US,Gasoline - Regular,3.76,Dollars
08/01/2008 12:00:00 AM,US,Gasoline - Midgrade,3.921,Dollars
08/01/2008 12:00:00 AM,US,Gasoline - Premium,4.039,Dollars
08/01/2008 12:00:00 AM,US,Diesel,4.435,Dollars
08/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.431,Dollars
08/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.574,Dollars
08/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.659,Dollars
08/01/2008 12:00:00 AM,State of Hawaii,Diesel,5.334,Dollars
08/01/2008 12:00:00 AM,Honolulu,Gasoline - Regular,4.335,Dollars
08/01/2008 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.474,Dollars
08/01/2008 12:00:00 AM,Honolulu,Gasoline - Premium,4.558,Dollars
