Month_of_Price,County,Fuel,Price,PhysicalUnit
08/01/2008 12:00:00 AM,Honolulu,Diesel,5.279,Dollars
08/01/2008 12:00:00 AM,Wailuku,Gasoline - Regular,4.697,Dollars
08/01/2008 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.849,Dollars
08/01/2008 12:00:00 AM,Wailuku,Gasoline - Premium,4.939,Dollars
08/01/2008 12:00:00 AM,Wailuku,Diesel,5.413,Dollars
08/01/2008 12:00:00 AM,Hilo,Gasoline - Regular,4.488,Dollars
08/01/2008 12:00:00 AM,Hilo,Gasoline - Midgrade,4.633,Dollars
08/01/2008 12:00:00 AM,Hilo,Gasoline - Premium,4.719,Dollars
08/01/2008 12:00:00 AM,Hilo,Diesel,5.428,Dollars
09/01/2008 12:00:00 AM,US,Gasoline - Regular,3.714,Dollars
09/01/2008 12:00:00 AM,US,Gasoline - Midgrade,3.873,Dollars
09/01/2008 12:00:00 AM,US,Gasoline - Premium,3.99,Dollars
09/01/2008 12:00:00 AM,US,Diesel,4.169,Dollars
09/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.305,Dollars
09/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.444,Dollars
09/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.527,Dollars
09/01/2008 12:00:00 AM,State of Hawaii,Diesel,5.18,Dollars
09/01/2008 12:00:00 AM,Honolulu,Gasoline - Regular,4.205,Dollars
09/01/2008 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.34,Dollars
09/01/2008 12:00:00 AM,Honolulu,Gasoline - Premium,4.421,Dollars
09/01/2008 12:00:00 AM,Honolulu,Diesel,5.125,Dollars
09/01/2008 12:00:00 AM,Wailuku,Gasoline - Regular,4.613,Dollars
09/01/2008 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.762,Dollars
09/01/2008 12:00:00 AM,Wailuku,Gasoline - Premium,4.851,Dollars
09/01/2008 12:00:00 AM,Wailuku,Diesel,5.238,Dollars
09/01/2008 12:00:00 AM,Hilo,Gasoline - Regular,4.364,Dollars
09/01/2008 12:00:00 AM,Hilo,Gasoline - Midgrade,4.505,Dollars
09/01/2008 12:00:00 AM,Hilo,Gasoline - Premium,4.589,Dollars
09/01/2008 12:00:00 AM,Hilo,Diesel,5.32,Dollars
10/01/2008 12:00:00 AM,US,Gasoline - Regular,3.053,Dollars
10/01/2008 12:00:00 AM,US,Gasoline - Midgrade,3.184,Dollars
10/01/2008 12:00:00 AM,US,Gasoline - Premium,3.28,Dollars
10/01/2008 12:00:00 AM,US,Diesel,3.721,Dollars
10/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.863,Dollars
10/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.988,Dollars
10/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.062,Dollars
10/01/2008 12:00:00 AM,State of Hawaii,Diesel,4.964,Dollars
10/01/2008 12:00:00 AM,Honolulu,Gasoline - Regular,3.743,Dollars
10/01/2008 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.864,Dollars
10/01/2008 12:00:00 AM,Honolulu,Gasoline - Premium,3.936,Dollars
10/01/2008 12:00:00 AM,Honolulu,Diesel,4.913,Dollars
10/01/2008 12:00:00 AM,Wailuku,Gasoline - Regular,4.26,Dollars
10/01/2008 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.397,Dollars
10/01/2008 12:00:00 AM,Wailuku,Gasoline - Premium,4.479,Dollars
10/01/2008 12:00:00 AM,Wailuku,Diesel,5.072,Dollars
10/01/2008 12:00:00 AM,Hilo,Gasoline - Regular,3.911,Dollars
10/01/2008 12:00:00 AM,Hilo,Gasoline - Midgrade,4.037,Dollars
10/01/2008 12:00:00 AM,Hilo,Gasoline - Premium,4.112,Dollars
10/01/2008 12:00:00 AM,Hilo,Diesel,4.983,Dollars
11/01/2008 12:00:00 AM,US,Gasoline - Regular,2.098,Dollars
11/01/2008 12:00:00 AM,US,Gasoline - Midgrade,2.193,Dollars
11/01/2008 12:00:00 AM,US,Gasoline - Premium,2.26,Dollars
11/01/2008 12:00:00 AM,US,Diesel,2.988,Dollars
11/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.035,Dollars
11/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.143,Dollars
11/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.202,Dollars
11/01/2008 12:00:00 AM,State of Hawaii,Diesel,4.561,Dollars
11/01/2008 12:00:00 AM,Honolulu,Gasoline - Regular,2.926,Dollars
11/01/2008 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.03,Dollars
11/01/2008 12:00:00 AM,Honolulu,Gasoline - Premium,3.087,Dollars
11/01/2008 12:00:00 AM,Honolulu,Diesel,4.552,Dollars
11/01/2008 12:00:00 AM,Wailuku,Gasoline - Regular,3.468,Dollars
11/01/2008 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.591,Dollars
11/01/2008 12:00:00 AM,Wailuku,Gasoline - Premium,3.658,Dollars
11/01/2008 12:00:00 AM,Wailuku,Diesel,4.737,Dollars
11/01/2008 12:00:00 AM,Hilo,Gasoline - Regular,3.065,Dollars
11/01/2008 12:00:00 AM,Hilo,Gasoline - Midgrade,3.175,Dollars
11/01/2008 12:00:00 AM,Hilo,Gasoline - Premium,3.234,Dollars
11/01/2008 12:00:00 AM,Hilo,Diesel,4.355,Dollars
12/01/2008 12:00:00 AM,US,Gasoline - Regular,1.68,Dollars
12/01/2008 12:00:00 AM,US,Gasoline - Midgrade,1.784,Dollars
12/01/2008 12:00:00 AM,US,Gasoline - Premium,1.847,Dollars
12/01/2008 12:00:00 AM,US,Diesel,2.553,Dollars
12/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Regular,2.452,Dollars
12/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,2.593,Dollars
12/01/2008 12:00:00 AM,State of Hawaii,Gasoline - Premium,2.642,Dollars
12/01/2008 12:00:00 AM,State of Hawaii,Diesel,4.077,Dollars
12/01/2008 12:00:00 AM,Honolulu,Gasoline - Regular,2.354,Dollars
12/01/2008 12:00:00 AM,Honolulu,Gasoline - Midgrade,2.489,Dollars
12/01/2008 12:00:00 AM,Honolulu,Gasoline - Premium,2.536,Dollars
12/01/2008 12:00:00 AM,Honolulu,Diesel,4.108,Dollars
12/01/2008 12:00:00 AM,Wailuku,Gasoline - Regular,2.787,Dollars
12/01/2008 12:00:00 AM,Wailuku,Gasoline - Midgrade,2.948,Dollars
12/01/2008 12:00:00 AM,Wailuku,Gasoline - Premium,3.003,Dollars
12/01/2008 12:00:00 AM,Wailuku,Diesel,4.331,Dollars
12/01/2008 12:00:00 AM,Hilo,Gasoline - Regular,2.525,Dollars
12/01/2008 12:00:00 AM,Hilo,Gasoline - Midgrade,2.67,Dollars
12/01/2008 12:00:00 AM,Hilo,Gasoline - Premium,2.72,Dollars
12/01/2008 12:00:00 AM,Hilo,Diesel,3.707,Dollars
01/01/2009 12:00:00 AM,US,Gasoline - Regular,1.795,Dollars
01/01/2009 12:00:00 AM,US,Gasoline - Midgrade,1.907,Dollars
01/01/2009 12:00:00 AM,US,Gasoline - Premium,1.974,Dollars
01/01/2009 12:00:00 AM,US,Diesel,2.414,Dollars
01/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Regular,2.324,Dollars
01/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,2.458,Dollars
01/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Premium,2.503,Dollars
01/01/2009 12:00:00 AM,State of Hawaii,Diesel,3.932,Dollars
01/01/2009 12:00:00 AM,Honolulu,Gasoline - Regular,2.253,Dollars
01/01/2009 12:00:00 AM,Honolulu,Gasoline - Midgrade,2.383,Dollars
01/01/2009 12:00:00 AM,Honolulu,Gasoline - Premium,2.427,Dollars
01/01/2009 12:00:00 AM,Honolulu,Diesel,3.975,Dollars
01/01/2009 12:00:00 AM,Wailuku,Gasoline - Regular,2.478,Dollars
01/01/2009 12:00:00 AM,Wailuku,Gasoline - Midgrade,2.62,Dollars
01/01/2009 12:00:00 AM,Wailuku,Gasoline - Premium,2.669,Dollars
01/01/2009 12:00:00 AM,Wailuku,Diesel,4.211,Dollars
01/01/2009 12:00:00 AM,Hilo,Gasoline - Regular,2.428,Dollars
01/01/2009 12:00:00 AM,Hilo,Gasoline - Midgrade,2.567,Dollars
01/01/2009 12:00:00 AM,Hilo,Gasoline - Premium,2.615,Dollars
01/01/2009 12:00:00 AM,Hilo,Diesel,3.604,Dollars
02/01/2009 12:00:00 AM,US,Gasoline - Regular,1.924,Dollars
02/01/2009 12:00:00 AM,US,Gasoline - Midgrade,2.043,Dollars
02/01/2009 12:00:00 AM,US,Gasoline - Premium,2.115,Dollars
02/01/2009 12:00:00 AM,US,Diesel,2.315,Dollars
02/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Regular,2.401,Dollars
02/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,2.54,Dollars
02/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Premium,2.587,Dollars
02/01/2009 12:00:00 AM,State of Hawaii,Diesel,3.887,Dollars
02/01/2009 12:00:00 AM,Honolulu,Gasoline - Regular,2.332,Dollars
02/01/2009 12:00:00 AM,Honolulu,Gasoline - Midgrade,2.467,Dollars
02/01/2009 12:00:00 AM,Honolulu,Gasoline - Premium,2.512,Dollars
02/01/2009 12:00:00 AM,Honolulu,Diesel,3.956,Dollars
02/01/2009 12:00:00 AM,Wailuku,Gasoline - Regular,2.545,Dollars
02/01/2009 12:00:00 AM,Wailuku,Gasoline - Midgrade,2.691,Dollars
02/01/2009 12:00:00 AM,Wailuku,Gasoline - Premium,2.741,Dollars
02/01/2009 12:00:00 AM,Wailuku,Diesel,4.144,Dollars
02/01/2009 12:00:00 AM,Hilo,Gasoline - Regular,2.498,Dollars
02/01/2009 12:00:00 AM,Hilo,Gasoline - Midgrade,2.642,Dollars
02/01/2009 12:00:00 AM,Hilo,Gasoline - Premium,2.691,Dollars
02/01/2009 12:00:00 AM,Hilo,Diesel,3.512,Dollars
03/01/2009 12:00:00 AM,US,Gasoline - Regular,1.96,Dollars
03/01/2009 12:00:00 AM,US,Gasoline - Midgrade,2.081,Dollars
03/01/2009 12:00:00 AM,US,Gasoline - Premium,2.155,Dollars
03/01/2009 12:00:00 AM,US,Diesel,2.182,Dollars
03/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Regular,2.44,Dollars
03/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,2.581,Dollars
03/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Premium,2.629,Dollars
03/01/2009 12:00:00 AM,State of Hawaii,Diesel,3.838,Dollars
03/01/2009 12:00:00 AM,Honolulu,Gasoline - Regular,2.369,Dollars
03/01/2009 12:00:00 AM,Honolulu,Gasoline - Midgrade,2.505,Dollars
03/01/2009 12:00:00 AM,Honolulu,Gasoline - Premium,2.552,Dollars
03/01/2009 12:00:00 AM,Honolulu,Diesel,3.877,Dollars
03/01/2009 12:00:00 AM,Wailuku,Gasoline - Regular,2.618,Dollars
03/01/2009 12:00:00 AM,Wailuku,Gasoline - Midgrade,2.769,Dollars
03/01/2009 12:00:00 AM,Wailuku,Gasoline - Premium,2.82,Dollars
03/01/2009 12:00:00 AM,Wailuku,Diesel,4.129,Dollars
03/01/2009 12:00:00 AM,Hilo,Gasoline - Regular,2.518,Dollars
03/01/2009 12:00:00 AM,Hilo,Gasoline - Midgrade,2.663,Dollars
03/01/2009 12:00:00 AM,Hilo,Gasoline - Premium,2.713,Dollars
03/01/2009 12:00:00 AM,Hilo,Diesel,3.465,Dollars
04/01/2009 12:00:00 AM,US,Gasoline - Regular,2.051,Dollars
04/01/2009 12:00:00 AM,US,Gasoline - Midgrade,2.178,Dollars
04/01/2009 12:00:00 AM,US,Gasoline - Premium,2.255,Dollars
04/01/2009 12:00:00 AM,US,Diesel,2.269,Dollars
04/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Regular,2.457,Dollars
04/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,2.599,Dollars
04/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Premium,2.647,Dollars
04/01/2009 12:00:00 AM,State of Hawaii,Diesel,3.824,Dollars
04/01/2009 12:00:00 AM,Honolulu,Gasoline - Regular,2.377,Dollars
04/01/2009 12:00:00 AM,Honolulu,Gasoline - Midgrade,2.514,Dollars
04/01/2009 12:00:00 AM,Honolulu,Gasoline - Premium,2.56,Dollars
04/01/2009 12:00:00 AM,Honolulu,Diesel,3.853,Dollars
04/01/2009 12:00:00 AM,Wailuku,Gasoline - Regular,2.687,Dollars
04/01/2009 12:00:00 AM,Wailuku,Gasoline - Midgrade,2.842,Dollars
04/01/2009 12:00:00 AM,Wailuku,Gasoline - Premium,2.895,Dollars
04/01/2009 12:00:00 AM,Wailuku,Diesel,4.115,Dollars
04/01/2009 12:00:00 AM,Hilo,Gasoline - Regular,2.534,Dollars
04/01/2009 12:00:00 AM,Hilo,Gasoline - Midgrade,2.68,Dollars
04/01/2009 12:00:00 AM,Hilo,Gasoline - Premium,2.729,Dollars
04/01/2009 12:00:00 AM,Hilo,Diesel,3.475,Dollars
05/01/2009 12:00:00 AM,US,Gasoline - Regular,2.299,Dollars
05/01/2009 12:00:00 AM,US,Gasoline - Midgrade,2.441,Dollars
05/01/2009 12:00:00 AM,US,Gasoline - Premium,2.528,Dollars
05/01/2009 12:00:00 AM,US,Diesel,2.297,Dollars
05/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Regular,2.613,Dollars
05/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,2.763,Dollars
05/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Premium,2.815,Dollars
05/01/2009 12:00:00 AM,State of Hawaii,Diesel,3.81,Dollars
05/01/2009 12:00:00 AM,Honolulu,Gasoline - Regular,2.534,Dollars
05/01/2009 12:00:00 AM,Honolulu,Gasoline - Midgrade,2.679,Dollars
05/01/2009 12:00:00 AM,Honolulu,Gasoline - Premium,2.729,Dollars
05/01/2009 12:00:00 AM,Honolulu,Diesel,3.853,Dollars
05/01/2009 12:00:00 AM,Wailuku,Gasoline - Regular,2.898,Dollars
05/01/2009 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.065,Dollars
05/01/2009 12:00:00 AM,Wailuku,Gasoline - Premium,3.122,Dollars
05/01/2009 12:00:00 AM,Wailuku,Diesel,3.815,Dollars
05/01/2009 12:00:00 AM,Hilo,Gasoline - Regular,2.694,Dollars
05/01/2009 12:00:00 AM,Hilo,Gasoline - Midgrade,2.849,Dollars
05/01/2009 12:00:00 AM,Hilo,Gasoline - Premium,2.902,Dollars
05/01/2009 12:00:00 AM,Hilo,Diesel,3.398,Dollars
06/01/2009 12:00:00 AM,US,Gasoline - Regular,2.642,Dollars
06/01/2009 12:00:00 AM,US,Gasoline - Midgrade,2.805,Dollars
06/01/2009 12:00:00 AM,US,Gasoline - Premium,2.906,Dollars
06/01/2009 12:00:00 AM,US,Diesel,2.572,Dollars
06/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Regular,2.994,Dollars
06/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.166,Dollars
06/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.226,Dollars
06/01/2009 12:00:00 AM,State of Hawaii,Diesel,3.874,Dollars
06/01/2009 12:00:00 AM,Honolulu,Gasoline - Regular,2.914,Dollars
06/01/2009 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.081,Dollars
06/01/2009 12:00:00 AM,Honolulu,Gasoline - Premium,3.139,Dollars
06/01/2009 12:00:00 AM,Honolulu,Diesel,3.858,Dollars
06/01/2009 12:00:00 AM,Wailuku,Gasoline - Regular,3.272,Dollars
06/01/2009 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.46,Dollars
06/01/2009 12:00:00 AM,Wailuku,Gasoline - Premium,3.525,Dollars
06/01/2009 12:00:00 AM,Wailuku,Diesel,3.984,Dollars
06/01/2009 12:00:00 AM,Hilo,Gasoline - Regular,3.056,Dollars
06/01/2009 12:00:00 AM,Hilo,Gasoline - Midgrade,3.231,Dollars
06/01/2009 12:00:00 AM,Hilo,Gasoline - Premium,3.291,Dollars
06/01/2009 12:00:00 AM,Hilo,Diesel,3.448,Dollars
07/01/2009 12:00:00 AM,US,Gasoline - Regular,2.528,Dollars
07/01/2009 12:00:00 AM,US,Gasoline - Midgrade,2.684,Dollars
07/01/2009 12:00:00 AM,US,Gasoline - Premium,2.78,Dollars
07/01/2009 12:00:00 AM,US,Diesel,2.574,Dollars
07/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.212,Dollars
07/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.396,Dollars
07/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.46,Dollars
07/01/2009 12:00:00 AM,State of Hawaii,Diesel,3.891,Dollars
07/01/2009 12:00:00 AM,Honolulu,Gasoline - Regular,3.122,Dollars
07/01/2009 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.301,Dollars
07/01/2009 12:00:00 AM,Honolulu,Gasoline - Premium,3.363,Dollars
07/01/2009 12:00:00 AM,Honolulu,Diesel,3.877,Dollars
07/01/2009 12:00:00 AM,Wailuku,Gasoline - Regular,3.536,Dollars
07/01/2009 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.739,Dollars
07/01/2009 12:00:00 AM,Wailuku,Gasoline - Premium,3.809,Dollars
07/01/2009 12:00:00 AM,Wailuku,Diesel,3.99,Dollars
07/01/2009 12:00:00 AM,Hilo,Gasoline - Regular,3.222,Dollars
07/01/2009 12:00:00 AM,Hilo,Gasoline - Midgrade,3.408,Dollars
07/01/2009 12:00:00 AM,Hilo,Gasoline - Premium,3.471,Dollars
07/01/2009 12:00:00 AM,Hilo,Diesel,3.559,Dollars
08/01/2009 12:00:00 AM,US,Gasoline - Regular,2.62,Dollars
08/01/2009 12:00:00 AM,US,Gasoline - Midgrade,2.782,Dollars
08/01/2009 12:00:00 AM,US,Gasoline - Premium,2.881,Dollars
08/01/2009 12:00:00 AM,US,Diesel,2.667,Dollars
08/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.234,Dollars
08/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.42,Dollars
08/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.484,Dollars
08/01/2009 12:00:00 AM,State of Hawaii,Diesel,3.924,Dollars
08/01/2009 12:00:00 AM,Honolulu,Gasoline - Regular,3.137,Dollars
08/01/2009 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.318,Dollars
08/01/2009 12:00:00 AM,Honolulu,Gasoline - Premium,3.379,Dollars
08/01/2009 12:00:00 AM,Honolulu,Diesel,3.88,Dollars
08/01/2009 12:00:00 AM,Wailuku,Gasoline - Regular,3.604,Dollars
08/01/2009 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.811,Dollars
08/01/2009 12:00:00 AM,Wailuku,Gasoline - Premium,3.882,Dollars
08/01/2009 12:00:00 AM,Wailuku,Diesel,4.026,Dollars
08/01/2009 12:00:00 AM,Hilo,Gasoline - Regular,3.224,Dollars
08/01/2009 12:00:00 AM,Hilo,Gasoline - Midgrade,3.41,Dollars
08/01/2009 12:00:00 AM,Hilo,Gasoline - Premium,3.473,Dollars
08/01/2009 12:00:00 AM,Hilo,Diesel,3.736,Dollars
09/01/2009 12:00:00 AM,US,Gasoline - Regular,2.551,Dollars
09/01/2009 12:00:00 AM,US,Gasoline - Midgrade,2.709,Dollars
09/01/2009 12:00:00 AM,US,Gasoline - Premium,2.806,Dollars
09/01/2009 12:00:00 AM,US,Diesel,2.664,Dollars
09/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.349,Dollars
09/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.542,Dollars
09/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.608,Dollars
09/01/2009 12:00:00 AM,State of Hawaii,Diesel,3.924,Dollars
09/01/2009 12:00:00 AM,Honolulu,Gasoline - Regular,3.249,Dollars
09/01/2009 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.436,Dollars
09/01/2009 12:00:00 AM,Honolulu,Gasoline - Premium,3.5,Dollars
09/01/2009 12:00:00 AM,Honolulu,Diesel,3.872,Dollars
09/01/2009 12:00:00 AM,Wailuku,Gasoline - Regular,3.727,Dollars
09/01/2009 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.941,Dollars
09/01/2009 12:00:00 AM,Wailuku,Gasoline - Premium,4.014,Dollars
09/01/2009 12:00:00 AM,Wailuku,Diesel,4.049,Dollars
09/01/2009 12:00:00 AM,Hilo,Gasoline - Regular,3.369,Dollars
09/01/2009 12:00:00 AM,Hilo,Gasoline - Midgrade,3.562,Dollars
09/01/2009 12:00:00 AM,Hilo,Gasoline - Premium,3.629,Dollars
09/01/2009 12:00:00 AM,Hilo,Diesel,3.781,Dollars
10/01/2009 12:00:00 AM,US,Gasoline - Regular,2.557,Dollars
10/01/2009 12:00:00 AM,US,Gasoline - Midgrade,2.715,Dollars
10/01/2009 12:00:00 AM,US,Gasoline - Premium,2.812,Dollars
10/01/2009 12:00:00 AM,US,Diesel,2.706,Dollars
10/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.262,Dollars
10/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.449,Dollars
10/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.514,Dollars
10/01/2009 12:00:00 AM,State of Hawaii,Diesel,3.895,Dollars
10/01/2009 12:00:00 AM,Honolulu,Gasoline - Regular,3.158,Dollars
10/01/2009 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.34,Dollars
10/01/2009 12:00:00 AM,Honolulu,Gasoline - Premium,3.402,Dollars
10/01/2009 12:00:00 AM,Honolulu,Diesel,3.834,Dollars
10/01/2009 12:00:00 AM,Wailuku,Gasoline - Regular,3.622,Dollars
10/01/2009 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.83,Dollars
10/01/2009 12:00:00 AM,Wailuku,Gasoline - Premium,3.902,Dollars
10/01/2009 12:00:00 AM,Wailuku,Diesel,4.026,Dollars
10/01/2009 12:00:00 AM,Hilo,Gasoline - Regular,3.27,Dollars
10/01/2009 12:00:00 AM,Hilo,Gasoline - Midgrade,3.458,Dollars
10/01/2009 12:00:00 AM,Hilo,Gasoline - Premium,3.523,Dollars
10/01/2009 12:00:00 AM,Hilo,Diesel,3.773,Dollars
11/01/2009 12:00:00 AM,US,Gasoline - Regular,2.648,Dollars
11/01/2009 12:00:00 AM,US,Gasoline - Midgrade,2.812,Dollars
11/01/2009 12:00:00 AM,US,Gasoline - Premium,2.913,Dollars
11/01/2009 12:00:00 AM,US,Diesel,2.824,Dollars
11/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.333,Dollars
11/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.524,Dollars
11/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.59,Dollars
11/01/2009 12:00:00 AM,State of Hawaii,Diesel,3.915,Dollars
11/01/2009 12:00:00 AM,Honolulu,Gasoline - Regular,3.225,Dollars
11/01/2009 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.41,Dollars
11/01/2009 12:00:00 AM,Honolulu,Gasoline - Premium,3.474,Dollars
11/01/2009 12:00:00 AM,Honolulu,Diesel,3.828,Dollars
11/01/2009 12:00:00 AM,Wailuku,Gasoline - Regular,3.703,Dollars
11/01/2009 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.916,Dollars
11/01/2009 12:00:00 AM,Wailuku,Gasoline - Premium,3.989,Dollars
11/01/2009 12:00:00 AM,Wailuku,Diesel,4.103,Dollars
11/01/2009 12:00:00 AM,Hilo,Gasoline - Regular,3.351,Dollars
11/01/2009 12:00:00 AM,Hilo,Gasoline - Midgrade,3.543,Dollars
11/01/2009 12:00:00 AM,Hilo,Gasoline - Premium,3.609,Dollars
11/01/2009 12:00:00 AM,Hilo,Diesel,3.844,Dollars
12/01/2009 12:00:00 AM,US,Gasoline - Regular,2.611,Dollars
12/01/2009 12:00:00 AM,US,Gasoline - Midgrade,2.773,Dollars
12/01/2009 12:00:00 AM,US,Gasoline - Premium,2.872,Dollars
12/01/2009 12:00:00 AM,US,Diesel,2.801,Dollars
12/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.333,Dollars
12/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.525,Dollars
12/01/2009 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.591,Dollars
